,1890,1891,1933,1934,2040
2010-04-01,0.0,0.0,0.0,0.0,0.0
2010-04-02,0.0,0.0,0.0,0.0,0.0
2010-04-03,0.0,0.0,0.0,0.0,0.0
2010-04-04,0.0,0.0,0.0,0.0,0.0
2010-04-05,0.0,0.0,0.0,0.0,0.0
2010-04-06,0.0,0.0,0.0,0.0,0.0
2010-04-07,0.0,0.0,0.0,0.0,0.0
2010-04-08,0.0,0.0,0.0,0.0,0.0
2010-04-09,0.0,0.0,0.0,0.0,0.0
2010-04-10,0.0,0.0,0.0,0.0,0.0
2010-04-11,0.0,0.0,0.0,0.0,0.0
2010-04-12,0.0,0.0,0.0,0.0,0.0
2010-04-13,0.0,0.0,0.0,0.0,0.0
2010-04-14,0.0,0.0,0.0,0.0,0.0
2010-04-15,0.0,0.0,0.0,0.0,0.0
2010-04-16,0.0,0.0,0.0,0.0,0.0
2010-04-17,0.0,0.0,0.0,0.0,0.0
2010-04-18,0.0,0.0,0.0,0.0,0.0
2010-04-19,0.0,0.0,0.0,0.0,0.0
2010-04-20,0.0,0.0,0.0,0.0,0.0
2010-04-21,0.0,0.0,0.0,0.0,0.0
2010-04-22,0.0,0.0,0.0,0.0,0.0
2010-04-23,0.0,0.0,0.0,0.0,0.0
2010-04-24,0.0,0.0,0.0,0.0,0.0
2010-04-25,0.0,0.0,0.0,0.0,0.0
2010-04-26,0.0,0.0,0.0,0.0,0.0
2010-04-27,0.0,0.0,0.0,0.0,0.0
2010-04-28,0.0,0.0,0.0,0.0,0.0
2010-04-29,0.0,0.0,0.0,0.0,0.0
2010-04-30,0.0,0.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0
2010-05-02,0.5006163957715034,0.5006163957715034,0.5027619426888089,0.5006163957715034,0.0
2010-05-03,0.8995038759708405,0.8995038759708405,0.8346379071474075,0.7888701487204124,0.7589632153511047
2010-05-04,0.0,0.0,0.0,0.0,0.0
2010-05-05,0.0,0.0,0.0,0.0,0.0
2010-05-06,0.0,0.0,0.0,0.0,0.0
2010-05-07,0.0,0.0,0.0,0.0,0.0
2010-05-08,0.0,0.0,0.0,0.0,0.0
2010-05-09,0.0,0.0,0.0,0.0,0.0
2010-05-10,0.0,0.0,0.0,0.0,0.0
2010-05-11,0.0,0.0,0.0,0.0,0.0
2010-05-12,0.0,0.0,0.0,0.0,0.0
2010-05-13,0.0,0.0,0.0,0.0,0.0
2010-05-14,0.635150876045227,0.635150876045227,0.8966496125348777,0.781626633693432,0.0
2010-05-15,0.0,0.0,0.0,0.0,0.0
2010-05-16,0.7070010304450989,0.7070010304450989,0.6557357265644295,0.7009927971198641,0.6331337785720825
2010-05-17,0.8614709001779556,0.8614709001779556,0.8368932944536209,0.8600800347328187,0.8578627276420593
2010-05-18,0.9371878552436829,0.9371878552436829,0.93742779045604,0.879416059954413,0.8680312991142273
2010-05-19,0.9873981338739395,0.9873981338739395,0.9398102845702059,0.9733594441413879,0.9653721910715103
2010-05-20,0.9666604995727539,0.9666604995727539,0.9612485653162002,0.9173583291316855,0.7919305127859115
2010-05-21,0.8792345994710922,0.8792345994710922,0.8910138547004655,0.7425089910112578,0.8771794939041138
2010-05-22,0.0,0.0,0.0,0.0,0.0
2010-05-23,0.0,0.0,0.7844140780387923,0.0,0.0
2010-05-24,0.9438922089338302,0.9438922089338302,0.8620309245586395,0.8866543996334075,0.807036674618721
2010-05-25,1.0,1.0,0.9149051058015157,0.879138108204151,0.8305372160673141
2010-05-26,0.0,0.0,0.0,0.0,0.0
2010-05-27,1.0,1.0,0.8999076060916101,0.8274738502502441,0.694718502163887
2010-05-28,0.0,0.0,0.0,0.0,0.0
2010-05-29,0.0,0.0,0.0,0.0,0.0
2010-05-30,0.931228734254837,0.931228734254837,0.9034144846505896,0.9108996266537698,0.9432030868530273
2010-05-31,0.8521216303110123,0.8521216303110123,0.8586128126188766,0.8634334562975784,0.8945579195022583
2010-06-01,0.9716594654321671,0.9716594654321671,0.9504573309976,0.9456482087332626,0.9514604353904724
2010-06-02,0.5276886883378029,0.5276886883378029,0.6269986204491105,0.5289822393347478,0.0
2010-06-03,0.96045126080513,0.96045126080513,0.9636959739202675,0.96045126080513,0.8607395869493484
2010-06-04,0.9741597777605057,0.9741597777605057,0.9165584754943847,0.9493716937920142,0.9940797692537308
2010-06-05,0.9962582749128341,0.9962582749128341,0.9530933493791623,0.9082333326339721,0.8882094860076905
2010-06-06,1.0,1.0,0.9478390545346016,0.9378953310333449,0.9317516160011291
2010-06-07,0.8787955951690674,0.8787955951690674,0.8689780731672464,0.8788308850239064,0.8570075094699859
2010-06-08,1.0,1.0,0.9627160373399422,0.9695110071322013,0.916852803826332
2010-06-09,0.7682642358541488,0.7682642358541488,0.6813420348250588,0.6790796500444412,0.5814952754974365
2010-06-10,0.0,0.0,0.0,0.0,0.0
2010-06-11,0.9891635268926621,0.9891635268926621,0.9062562962049658,0.8563286286592483,0.9441382157802581
2010-06-12,0.9133950769901276,0.9133950769901276,0.8777997549328692,0.8637037134170532,0.6103584200143813
2010-06-13,1.0,1.0,0.8721460237198096,0.928232560918249,0.9880726873874665
2010-06-14,0.6895993816852569,0.6895993816852569,0.7063117792162783,0.6880246110825704,0.6200557488203049
2010-06-15,0.7878690558671951,0.7878690558671951,0.7371550831961077,0.7124630593842473,0.6311566364765167
2010-06-16,0.5354364615678787,0.5354364615678787,0.0,0.5387574010470817,0.0
2010-06-17,0.0,0.0,0.7820519389939862,0.0,0.0
2010-06-18,0.0,0.0,0.22757729014684985,0.0,0.5414307418465614
2010-06-19,0.6274831217527389,0.6274831217527389,0.6919115119340807,0.6377332055774227,0.5714801427721977
2010-06-20,0.875234373807907,0.875234373807907,0.8403911443921023,0.83266229452758,0.9057559549808502
2010-06-21,0.8331228482723236,0.8331228482723236,0.8873427602440812,0.8091815716028213,0.7688475555181503
2010-06-22,0.9792444241046905,0.9792444241046905,0.8831494113317755,0.9308856367859346,0.9912795031070709
2010-06-23,0.0,0.0,0.0,0.0,0.0
2010-06-24,0.8697161322832108,0.8697161322832108,0.8832686350789178,0.832539143130697,0.5632478925585747
2010-06-25,0.0,0.0,0.0,0.0,0.0
2010-06-26,0.0,0.0,0.0,0.0,0.0
2010-06-27,0.9548063015937804,0.9548063015937804,0.9008707970380783,0.9089735217957662,1.0
2010-06-28,0.9465960484743118,0.9465960484743118,0.9569737592270207,0.9465960484743118,0.9634217339754104
2010-06-29,1.0,1.0,0.9261021097732143,0.9613607094616724,1.0
2010-06-30,0.9065562164783477,0.9065562164783477,0.9185586981856545,0.9338438642024993,0.7337233889102935
2010-07-01,0.0,0.0,0.7989953303337097,0.0,0.0
2010-07-02,0.9612833279371261,0.9612833279371261,0.8760793674823849,0.9268197232484817,0.9505019390583038
2010-07-03,0.9377437686920166,0.9377437686920166,0.9410260286580683,0.9509270910353496,0.9996407788991928
2010-07-04,1.0,1.0,0.9173420181939768,0.9076606123611844,0.9650224012136459
2010-07-05,0.9378295212984085,0.9378295212984085,0.9231873144937115,0.9378295212984085,0.6612732547521591
2010-07-06,0.0,0.0,0.466767093691715,0.0,0.0
2010-07-07,0.7862013876438141,0.7862013876438141,0.7712045202560202,0.7638420987129211,0.7794123631715775
2010-07-08,0.9283304548263549,0.9283304548263549,0.8588689349418462,0.9005873267403965,0.9538979297876358
2010-07-09,0.8438117051124573,0.8438117051124573,0.8476545647549073,0.8438117051124573,0.8651146286725998
2010-07-10,0.9765463542938232,0.9765463542938232,0.9484502131439916,0.93532920897007,0.9484474825859069
2010-07-11,0.0,0.0,0.0,0.0,0.0
2010-07-12,0.9961953127384185,0.9961953127384185,0.9750042883878529,0.9531916427612305,0.962264614701271
2010-07-13,0.9602269625663757,0.9602269625663757,0.9228956278257593,0.9602269625663757,0.9468759524822234
2010-07-14,0.9631990224123,0.9631990224123,0.9787593676323114,0.9598576551059196,0.7878728061914444
2010-07-15,1.0,1.0,0.9679051895890123,0.918520909753339,0.8441731786727905
2010-07-16,1.0,1.0,0.9430434112631997,0.9532250425322303,0.9497227370738983
2010-07-17,1.0,1.0,0.9714472903345904,0.9670019108879155,1.0
2010-07-18,0.9318431383371353,0.9318431383371353,0.918424555326617,0.9318431383371353,0.8875145220756531
2010-07-19,0.9689284360408783,0.9689284360408783,0.916792932818102,0.9213688557517938,0.9001268625259399
2010-07-20,0.5064654231071472,0.5064654231071472,0.6553828958577887,0.5062803590297699,0.0
2010-07-21,0.7053699278831481,0.7053699278831481,0.6140175104141236,0.694592898631918,0.5004772010445595
2010-07-22,0.8628996294736861,0.8628996294736861,0.8162871546384898,0.8607347548007965,0.8672401249408722
2010-07-23,0.0,0.0,0.0,0.0,0.0
2010-07-24,0.6881249994039536,0.6881249994039536,0.8090802742714106,0.824352262390071,0.9202165561914444
2010-07-25,0.6709069722890854,0.6709069722890854,0.7121958366937414,0.6738748938461829,0.6897757911682129
2010-07-26,0.9344865399599075,0.9344865399599075,0.8960865322101946,0.8562271833830867,0.9169703620672226
2010-07-27,0.865043877363205,0.865043877363205,0.8812469369173049,0.8697898405790329,0.8851377540826797
2010-07-28,0.7784906488656997,0.7784906488656997,0.8141209951944128,0.7475058031698752,0.49976427882909774
2010-07-29,0.9553322845697403,0.9553322845697403,0.8962415333126866,0.9313384312391281,0.9549035215377807
2010-07-30,0.7342306923866272,0.7342306923866272,0.7237764471769332,0.7498825288846573,0.9335750669240951
2010-07-31,0.9837242585420608,0.9837242585420608,0.9199569703534591,0.9489847040998524,0.9438642257452011
2010-08-01,0.7503751170635223,0.7503751170635223,0.33879144496695934,0.6126978115994355,0.0
2010-08-02,1.0,1.0,0.9483408750905544,0.9364174322013197,0.9728779602050781
2010-08-03,0.9670739728212356,0.9670739728212356,0.885625240885934,0.9303899598121643,0.9449420833587646
2010-08-04,0.0,0.0,0.0,0.0,0.0
2010-08-05,0.0,0.0,0.711470511236856,0.0,0.0
2010-08-06,0.8033232766389846,0.8033232766389846,0.787180291039999,0.8033232766389846,0.8054507923126221
2010-08-07,0.684634096622467,0.684634096622467,0.5091983251446901,0.6242182033637473,0.5062490582466125
2010-08-08,0.0,0.0,0.0,0.0,0.0
2010-08-09,1.0,1.0,0.8503501287587852,0.9724748227308535,0.9523975837230683
2010-08-10,0.8960209786891937,0.8960209786891937,0.8596124048565708,0.8960209786891937,0.9426996058225632
2010-08-11,0.0,0.0,0.0,0.0,0.0
2010-08-12,0.7699228888750076,0.7699228888750076,0.7208126947353052,0.7369744873046875,0.7827340686321258
2010-08-13,0.860085083246231,0.860085083246231,0.8541979933062264,0.8670981473141703,0.8095977854728699
2010-08-14,0.9135226601362229,0.9135226601362229,0.8423420560221339,0.8747879409790039,0.9220273858308792
2010-08-15,0.9717812788486481,0.9717812788486481,0.9191203629138857,0.9378165568154433,1.0
2010-08-16,0.8036093109846115,0.8036093109846115,0.8557488345684006,0.7832595194002677,0.7453250169754028
2010-08-17,0.9600197571516037,0.9600197571516037,0.8798219579458236,0.9490921578530607,0.9177663683891296
2010-08-18,1.0,1.0,0.9239082757539527,0.872332463428892,0.9335023683309555
2010-08-19,0.839944976568222,0.839944976568222,0.8760607718451079,0.8682292008399963,0.796310026049614
2010-08-20,1.0,1.0,0.8254454246509906,0.8685980979533031,0.8091140657663345
2010-08-21,0.9119261759519577,0.9119261759519577,0.8687619045446083,0.9030061316901239,0.9361641609668732
2010-08-22,1.0,1.0,0.8693868031612662,0.8680167305469513,0.8221998846530915
2010-08-23,1.0,1.0,0.8097106457449668,0.8265990324061493,0.9149581688642502
2010-08-24,0.9531389939785003,0.9531389939785003,0.8702086575363955,0.843206244111061,0.8739201015233993
2010-08-25,1.0,1.0,0.8266571584413217,0.8132967864850472,0.931206881403923
2010-08-26,0.9492733472585678,0.9492733472585678,0.7433456508503403,0.7263410198688507,0.6993870067596435
2010-08-27,1.0,1.0,0.765232714248258,0.8688854130794261,0.9404466706514358
2010-08-28,0.0,0.0,0.6371228975057601,0.0,0.0
2010-08-29,1.0,1.0,0.8636326165947802,0.8976127749681473,0.6819278049468994
2010-08-30,1.0,1.0,0.7810351096890693,0.7893613093885883,0.8617286628484726
2010-08-31,0.970595960021019,0.970595960021019,0.6366398855974507,0.6583775717020035,0.0
2010-09-01,0.0,0.0,0.6199848767491274,0.5036471800249198,0.0
2010-09-02,0.6862197625637054,0.6862197625637054,0.5965905956057616,0.6733531038720031,0.0
2010-09-03,0.9357855945825576,0.9357855945825576,0.8955522367981976,0.9098538930046147,0.9357534283399581
2010-09-04,0.8408617144823074,0.8408617144823074,0.8456632767583048,0.8402088795242638,0.870535289645195
2010-09-05,0.9745645242929458,0.9745645242929458,0.9750633509630379,0.9507069534679937,0.9706397378444671
2010-09-06,0.9298276275396347,0.9298276275396347,0.9428679578110227,0.9305366551876068,0.9011385124921798
2010-09-07,1.0,1.0,0.9994922217796014,0.9701708751916885,0.9597738945484161
2010-09-08,0.9879614037275314,0.9879614037275314,0.8871181097834607,0.9168937813413554,0.9300865441560745
2010-09-09,0.997933155298233,0.997933155298233,0.9292799980141394,0.9471625439051925,0.8447704178094864
2010-09-10,0.6965197396278381,0.6965197396278381,0.0,0.7284321240721077,0.8868760293722152
2010-09-11,0.6403292804956436,0.6403292804956436,0.7561458010313122,0.6419619697332382,0.5291465187072754
2010-09-12,0.9676052206754684,0.9676052206754684,0.8476528749285742,0.8670378859700828,0.9531446915864944
2010-09-13,0.8202807283401489,0.8202807283401489,0.7195044169315071,0.7941058227111553,0.805527673959732
2010-09-14,0.901375287771225,0.901375287771225,0.6584825195614681,0.8139855927228927,0.8026847118139266
2010-09-15,0.9650133138895034,0.9650133138895034,0.7702178646242894,0.8493223042323671,0.8669403153657913
2010-09-16,0.9664120405912399,0.9664120405912399,0.7446587574481964,0.8019719338417053,0.7815886330604553
2010-09-17,0.8392500847578048,0.8392500847578048,0.6589938182401103,0.7420617971749143,0.8491113460063934
2010-09-18,0.678346317410469,0.678346317410469,0.5643500861872075,0.678346317410469,0.49624470770359036
2010-09-19,0.9839236748218536,0.9839236748218536,0.4012786901274392,0.8275511298097413,0.7737466329336166
2010-09-20,0.509485011100769,0.509485011100769,0.0,0.509485011100769,0.0
2010-09-21,0.9761955547332763,0.9761955547332763,0.428000253577565,0.8425145206780269,0.835319600701332
2010-09-22,0.0,0.0,0.5265069755911826,0.0,0.0
2010-09-23,1.0,1.0,0.6912819790840149,0.8105835611861326,0.8495744389295578
2010-09-24,1.0,1.0,0.7290944774067679,0.7872432565689087,0.8272972965240478
2010-09-25,0.9054041457176208,0.9054041457176208,0.7222971136625422,0.9054041457176208,0.781237689256668
2010-09-26,0.9486721414327621,0.9486721414327621,0.688307589542034,0.8957397143183082,0.8350844842195511
2010-09-27,0.0,0.0,0.0,0.0,0.0
2010-09-28,0.892740021944046,0.892740021944046,0.8229731173154918,0.8273792291715227,0.844743155837059
2010-09-29,0.8303315973281861,0.8303315973281861,0.7473356637566587,0.8014098925426089,0.854866002202034
2010-09-30,0.9019297587871551,0.9019297587871551,0.8418117591669392,0.8475565680142108,0.8537072962522506
2010-10-01,0.9186045658588409,0.9186045658588409,0.7621794756484586,0.8365670883655548,0.8718440806865692
2010-10-02,0.9121485269069671,0.9121485269069671,0.765441328550494,0.8448543673753738,0.7344138813018799
2010-10-03,0.9760441714525222,0.9760441714525222,0.8135464039237,0.8528810436150123,0.8572087287902832
2010-10-04,0.8126058340072632,0.8126058340072632,0.0,0.7164385722012355,0.6047898736596107
2010-10-05,0.7398703145980835,0.7398703145980835,0.0,0.6400484165240979,0.0
2010-10-06,0.7893880093097686,0.7893880093097686,0.24840597547763996,0.7352315962314605,0.0
2010-10-07,0.8705714225769042,0.8705714225769042,0.7892308630083881,0.7889897039840962,0.8582582426071167
2010-10-08,0.9759597170352936,0.9759597170352936,0.6161508327168086,0.6860557579994201,0.6502721112966537
2010-10-09,0.8924211722612381,0.8924211722612381,0.7323467314243316,0.7535156952923742,0.8182701939344406
2010-10-10,0.9783788925409317,0.9783788925409317,0.7734394971437233,0.7714978086948394,0.7742876893281937
2010-10-11,0.9899050092697144,0.9899050092697144,0.5723767730108527,0.7918625742197036,0.7082646733522415
2010-10-12,0.9625484853982925,0.9625484853982925,0.737723798232023,0.7488317318003753,0.7600528287887574
2010-10-13,0.5729773154854775,0.5729773154854775,0.05759429221236428,0.5293119744082977,0.0
2010-10-14,0.5370918330550194,0.5370918330550194,0.5149738454541495,0.5323587373310121,0.0
2010-10-15,0.7702019274234772,0.7702019274234772,0.0,0.5042833921929886,0.0
2010-10-16,0.9379536426067352,0.9379536426067352,0.5765679096343904,0.7729028820991516,0.5097274118661881
2010-10-17,0.9883266997337341,0.9883266997337341,0.4770099621733953,0.7093435928944883,0.6525194209814071
2010-10-18,0.860370756983757,0.860370756983757,0.5958890434475831,0.6543522427410915,0.6961755031347274
2010-10-19,0.9282765799760818,0.9282765799760818,0.5242194195264994,0.7494324178531252,0.4925989958643913
2010-10-20,0.5015439879894257,0.5015439879894257,0.0,0.0,0.0
2010-10-21,0.0,0.0,0.0,0.0,0.0
2010-10-22,0.0,0.0,0.0,0.0,0.0
2010-10-23,0.8209821832180023,0.8209821832180023,0.5486911624531413,0.6156958824807198,0.0
2010-10-24,0.7755676317214966,0.7755676317214966,0.0,0.0,0.0
2010-10-25,0.8097967690229416,0.8097967690229416,0.2818891303483829,0.7016105834574533,0.0
2010-10-26,0.8301103281974792,0.8301103281974792,0.0,0.6337375086545944,0.0
2010-10-27,0.7218632769584655,0.7218632769584655,0.0,0.7218632769584655,0.0
2010-10-28,0.0,0.0,0.0,0.0,0.0
2010-10-29,0.0,0.0,0.0,0.0,0.0
2010-10-30,0.6769541537761689,0.6769541537761689,0.4829953253685042,0.5004350360097556,0.0
2010-10-31,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.661285371184349,0.661285371184349,0.48434038687584,0.7262082203400545,0.0
2010-11-02,0.6580590105056763,0.6580590105056763,0.0,0.5406708684563637,0.0
2010-11-03,0.6318766987323761,0.6318766987323761,0.0,0.5291980695005121,0.0
2010-11-04,0.0,0.0,0.0,0.0,0.0
2010-11-05,0.6234778475761413,0.6234778475761413,0.0,0.6234778475761413,0.0
2010-11-06,0.7507945764064788,0.7507945764064788,0.24427448511123656,0.43892109854467987,0.0
2010-11-07,0.0,0.0,0.0,0.0,0.0
2010-11-08,0.5174854263663292,0.5174854263663292,0.5901364083345546,0.5123379596040166,0.0
2010-11-09,0.8251737475395202,0.8251737475395202,0.778152037858963,0.8251737475395202,0.6982989078760147
2010-11-10,0.8212553077936172,0.8212553077936172,0.7624907542383946,0.8493794618598346,0.5856030705571175
2010-11-11,0.75266461789608,0.75266461789608,0.34411244392395013,0.7848498732468177,0.0
2010-11-12,0.6575638955831528,0.6575638955831528,0.4774977307541425,0.6575638955831528,0.0
2010-11-13,0.6811695903539657,0.6811695903539657,0.5947812889065852,0.6125331355579968,0.0
2010-11-14,0.0,0.0,0.0,0.0,0.0
2010-11-15,0.6507249629497528,0.6507249629497528,0.24829001565312228,0.5719612300395965,0.0
2010-11-16,0.0,0.0,0.0,0.0,0.0
2010-11-17,0.0,0.0,0.0,0.0,0.0
2010-11-18,0.0,0.0,0.0,0.4076612083459723,0.0
2010-11-19,0.0,0.0,0.0,0.0,0.0
2010-11-20,0.0,0.0,0.0,0.0,0.0
2010-11-21,0.0,0.0,0.0,0.0,0.0
2010-11-22,0.0,0.0,0.0,0.36987663433469575,0.0
2010-11-23,0.0,0.0,0.0,0.0,0.0
2010-11-24,0.0,0.0,0.0,0.0,0.0
2010-11-25,0.0,0.0,0.0,0.0,0.0
2010-11-26,0.0,0.0,0.0,0.0,0.0
2010-11-27,0.0,0.0,0.0,0.0,0.0
2010-11-28,0.0,0.0,0.0,0.0,0.0
2010-11-29,0.0,0.0,0.0,0.0,0.0
2010-11-30,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0
2010-12-02,0.0,0.0,0.0,0.0,0.0
2010-12-03,0.0,0.0,0.0,0.0,0.0
2010-12-04,0.0,0.0,0.0,0.0,0.0
2010-12-05,0.0,0.0,0.0,0.0,0.0
2010-12-06,0.0,0.0,0.0,0.0,0.0
2010-12-07,0.0,0.0,0.0,0.0,0.0
2010-12-08,0.0,0.0,0.0,0.0,0.0
2010-12-09,0.0,0.0,0.0,0.0,0.0
2010-12-10,0.0,0.0,0.0,0.0,0.0
2010-12-11,0.0,0.0,0.0,0.0,0.0
2010-12-12,0.0,0.0,0.0,0.0,0.0
2010-12-13,0.0,0.0,0.0,0.0,0.0
2010-12-14,0.0,0.0,0.0,0.0,0.0
2010-12-15,0.0,0.0,0.0,0.0,0.0
2010-12-16,0.0,0.0,0.0,0.0,0.0
2010-12-17,0.0,0.0,0.0,0.0,0.0
2010-12-18,0.0,0.0,0.0,0.0,0.0
2010-12-19,0.0,0.0,0.0,0.0,0.0
2010-12-20,0.0,0.0,0.0,0.0,0.0
2010-12-21,0.0,0.0,0.0,0.0,0.0
2010-12-22,0.0,0.0,0.0,0.0,0.0
2010-12-23,0.0,0.0,0.0,0.0,0.0
2010-12-24,0.0,0.0,0.0,0.0,0.0
2010-12-25,0.0,0.0,0.0,0.0,0.0
2010-12-26,0.0,0.0,0.0,0.0,0.0
2010-12-27,0.0,0.0,0.0,0.0,0.0
2010-12-28,0.0,0.0,0.0,0.0,0.0
2010-12-29,0.0,0.0,0.0,0.0,0.0
2010-12-30,0.0,0.0,0.0,0.0,0.0
2010-12-31,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0
2011-01-02,0.0,0.0,0.0,0.0,0.0
2011-01-03,0.0,0.0,0.0,0.0,0.0
2011-01-04,0.0,0.0,0.0,0.0,0.0
2011-01-05,0.0,0.0,0.0,0.0,0.0
2011-01-06,0.0,0.0,0.0,0.0,0.0
2011-01-07,0.0,0.0,0.0,0.0,0.0
2011-01-08,0.0,0.0,0.0,0.0,0.0
2011-01-09,0.0,0.0,0.0,0.0,0.0
2011-01-10,0.0,0.0,0.0,0.0,0.0
2011-01-11,0.0,0.0,0.0,0.0,0.0
2011-01-12,0.0,0.0,0.0,0.0,0.0
2011-01-13,0.0,0.0,0.0,0.0,0.0
2011-01-14,0.0,0.0,0.0,0.0,0.0
2011-01-15,0.0,0.0,0.0,0.0,0.0
2011-01-16,0.0,0.0,0.0,0.0,0.0
2011-01-17,0.0,0.0,0.0,0.0,0.0
2011-01-18,0.0,0.0,0.0,0.0,0.0
2011-01-19,0.0,0.0,0.0,0.0,0.0
2011-01-20,0.0,0.0,0.0,0.0,0.0
2011-01-21,0.0,0.0,0.0,0.0,0.0
2011-01-22,0.0,0.0,0.0,0.0,0.0
2011-01-23,0.0,0.0,0.0,0.0,0.0
2011-01-24,0.0,0.0,0.0,0.0,0.0
2011-01-25,0.0,0.0,0.0,0.0,0.0
2011-01-26,0.0,0.0,0.0,0.0,0.0
2011-01-27,0.0,0.0,0.0,0.0,0.0
2011-01-28,0.0,0.0,0.0,0.0,0.0
2011-01-29,0.0,0.0,0.0,0.0,0.0
2011-01-30,0.0,0.0,0.0,0.0,0.0
2011-01-31,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0
2011-02-02,0.0,0.0,0.0,0.0,0.0
2011-02-03,0.0,0.0,0.0,0.0,0.0
2011-02-04,0.0,0.0,0.0,0.0,0.0
2011-02-05,0.0,0.0,0.0,0.0,0.0
2011-02-06,0.0,0.0,0.0,0.0,0.0
2011-02-07,0.0,0.0,0.0,0.0,0.0
2011-02-08,0.0,0.0,0.0,0.0,0.0
2011-02-09,0.0,0.0,0.0,0.0,0.0
2011-02-10,0.0,0.0,0.0,0.0,0.0
2011-02-11,0.0,0.0,0.0,0.0,0.0
2011-02-12,0.0,0.0,0.0,0.0,0.0
2011-02-13,0.0,0.0,0.0,0.0,0.0
2011-02-14,0.0,0.0,0.0,0.0,0.0
2011-02-15,0.0,0.0,0.0,0.0,0.0
2011-02-16,0.0,0.0,0.0,0.0,0.0
2011-02-17,0.0,0.0,0.0,0.0,0.0
2011-02-18,0.0,0.0,0.0,0.0,0.0
2011-02-19,0.0,0.0,0.0,0.0,0.0
2011-02-20,0.0,0.0,0.0,0.0,0.0
2011-02-21,0.0,0.0,0.0,0.0,0.0
2011-02-22,0.0,0.0,0.0,0.0,0.0
2011-02-23,0.0,0.0,0.0,0.0,0.0
2011-02-24,0.0,0.0,0.0,0.0,0.0
2011-02-25,0.0,0.0,0.0,0.0,0.0
2011-02-26,0.0,0.0,0.0,0.0,0.0
2011-02-27,0.0,0.0,0.0,0.0,0.0
2011-02-28,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0
2011-03-02,0.0,0.0,0.0,0.0,0.0
2011-03-03,0.0,0.0,0.0,0.0,0.0
2011-03-04,0.0,0.0,0.0,0.0,0.0
2011-03-05,0.0,0.0,0.0,0.0,0.0
2011-03-06,0.0,0.0,0.0,0.0,0.0
2011-03-07,0.0,0.0,0.0,0.0,0.0
2011-03-08,0.0,0.0,0.0,0.0,0.0
2011-03-09,0.0,0.0,0.0,0.0,0.0
2011-03-10,0.0,0.0,0.0,0.0,0.0
2011-03-11,0.0,0.0,0.0,0.0,0.0
2011-03-12,0.0,0.0,0.0,0.0,0.0
2011-03-13,0.0,0.0,0.0,0.0,0.0
2011-03-14,0.0,0.0,0.0,0.0,0.0
2011-03-15,0.0,0.0,0.0,0.0,0.0
2011-03-16,0.0,0.0,0.0,0.0,0.0
2011-03-17,0.0,0.0,0.0,0.0,0.0
2011-03-18,0.0,0.0,0.0,0.0,0.0
2011-03-19,0.0,0.0,0.0,0.0,0.0
2011-03-20,0.0,0.0,0.0,0.0,0.0
2011-03-21,0.0,0.0,0.0,0.0,0.0
2011-03-22,0.0,0.0,0.0,0.0,0.0
2011-03-23,0.0,0.0,0.0,0.0,0.0
2011-03-24,0.0,0.0,0.0,0.0,0.0
2011-03-25,0.0,0.0,0.0,0.0,0.0
2011-03-26,0.0,0.0,0.0,0.0,0.0
2011-03-27,0.0,0.0,0.0,0.0,0.0
2011-03-28,0.0,0.0,0.0,0.0,0.0
2011-03-29,0.0,0.0,0.0,0.0,0.0
2011-03-30,0.0,0.0,0.0,0.0,0.0
2011-03-31,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0
2011-04-02,0.0,0.0,0.0,0.0,0.0
2011-04-03,0.0,0.0,0.0,0.0,0.0
2011-04-04,0.0,0.0,0.0,0.0,0.0
2011-04-05,0.0,0.0,0.0,0.0,0.0
2011-04-06,0.0,0.0,0.0,0.0,0.0
2011-04-07,0.0,0.0,0.0,0.0,0.0
2011-04-08,0.0,0.0,0.0,0.0,0.0
2011-04-09,0.0,0.0,0.0,0.0,0.0
2011-04-10,0.0,0.0,0.0,0.0,0.0
2011-04-11,0.0,0.0,0.0,0.0,0.0
2011-04-12,0.0,0.0,0.0,0.0,0.0
2011-04-13,0.0,0.0,0.0,0.0,0.0
2011-04-14,0.0,0.0,0.0,0.0,0.0
2011-04-15,0.0,0.0,0.0,0.0,0.0
2011-04-16,0.0,0.0,0.0,0.0,0.0
2011-04-17,0.0,0.0,0.0,0.0,0.0
2011-04-18,0.0,0.0,0.0,0.0,0.0
2011-04-19,0.0,0.0,0.0,0.0,0.0
2011-04-20,0.0,0.0,0.0,0.0,0.0
2011-04-21,0.0,0.0,0.0,0.0,0.0
2011-04-22,0.0,0.0,0.0,0.0,0.0
2011-04-23,0.0,0.0,0.0,0.0,0.0
2011-04-24,0.0,0.0,0.0,0.0,0.0
2011-04-25,0.0,0.0,0.0,0.0,0.0
2011-04-26,0.0,0.0,0.0,0.0,0.0
